Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
6517,46375,8/26/2010,Medium,24,905.32,0.02,Regular Air,389.07,35.44,5.09,Parhena Norris,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 1932,Small Box,0.38,8/28/2010
6518,46375,8/26/2010,Medium,16,1702.499,0.08,Regular Air,162.11,125.99,5.26,Parhena Norris,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,232,Small Box,0.55,8/27/2010
6588,46885,6/7/2011,Low,27,632.55,0.05,Regular Air,165.35,22.72,8.99,Mike Kennedy,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,0.44,6/11/2011
6589,46885,6/7/2011,Low,48,90.96,0.02,Regular Air,-30.11,1.81,1.56,Mike Kennedy,Manitoba,Prarie,Corporate,Office Supplies,Rubber Bands,Colored Push Pins,Wrap Bag,0.49,6/11/2011
6590,46885,6/7/2011,Low,32,1997.13,0.05,Regular Air,720.45,63.94,14.48,Mike Kennedy,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",Small Box,0.46,6/12/2011
6596,46948,5/20/2010,Low,10,64.13,0.1,Regular Air,-28.97,6.54,5.27,Mike Kennedy,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones� Four-Pocket Poly Binders,Small Box,0.36,5/24/2010
6644,47267,12/29/2010,Medium,24,492.71,0.02,Regular Air,67.01,19.98,8.68,Theone Pippenger,Manitoba,Prarie,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,12/30/2010
6645,47267,12/29/2010,Medium,14,1042.06,0.04,Delivery Truck,-931.25,70.89,89.3,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Tables,KI Conference Tables,Jumbo Box,0.69,12/30/2010
6656,47333,9/7/2011,Critical,16,760.2485,0.04,Regular Air,29.80,55.99,3.3,Sally Matthias,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,Accessory24,Small Pack,0.59,9/7/2011
6762,48167,9/6/2009,Critical,43,5041.46,0.06,Delivery Truck,-2136.66,122.99,70.2,Dana Kaydos,Manitoba,Prarie,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,9/9/2009
6763,48167,9/6/2009,Critical,45,282.98,0.06,Regular Air,-237.47,6.48,8.88,Dana Kaydos,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 224,Small Box,0.37,9/7/2009
6764,48167,9/6/2009,Critical,27,8817.71,0.09,Delivery Truck,-2946.05,349.45,60,Dana Kaydos,Manitoba,Prarie,Corporate,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,,9/7/2009
6774,48230,2/25/2009,Not Specified,39,1140.26,0.04,Express Air,387.20,29.18,8.55,Dana Kaydos,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Deflect-o SuperTray� Unbreakable Stackable Tray, Letter, Black",Small Box,0.42,2/27/2009
6775,48230,2/25/2009,Not Specified,31,2645.8,0,Regular Air,-684.78,80.98,35,Dana Kaydos,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,"Carina 42""Hx23 3/4""W Media Storage Unit",Large Box,0.83,2/27/2009
6806,48480,1/2/2010,Critical,32,11103.75,0.1,Delivery Truck,-522.59,370.98,99,Sean Wendt,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65,1/5/2010
6825,48614,5/31/2012,Critical,46,7965.9025,0.01,Regular Air,2311.96,195.99,8.99,Nathan Mautz,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,5/31/2012
6844,48772,5/12/2009,Medium,44,3202.25,0.09,Regular Air,991.26,78.69,19.99,Aaron Smayling,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS � Wall Clock,Small Box,0.43,5/14/2009
6845,48772,5/12/2009,Medium,11,81.25,0.01,Regular Air,-44.54,6.48,7.86,Aaron Smayling,Manitoba,Prarie,Small Business,Office Supplies,Paper,Xerox 213,Small Box,0.37,5/13/2009
6846,48772,5/12/2009,Medium,18,57.17,0.08,Regular Air,-24.03,3.28,2.31,Aaron Smayling,Manitoba,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Newell 321,Wrap Bag,0.56,5/13/2009
6847,48772,5/12/2009,Medium,12,41.97,0.05,Regular Air,-37.03,3.28,4.2,Aaron Smayling,Manitoba,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Newell 351,Wrap Bag,0.56,5/13/2009
6848,48772,5/12/2009,Medium,10,35.64,0.05,Regular Air,-0.71,3.58,1.63,Aaron Smayling,Manitoba,Prarie,Small Business,Office Supplies,Rubber Bands,"OIC Colored Binder Clips, Assorted Sizes",Wrap Bag,0.36,5/13/2009
6852,48800,10/22/2010,Not Specified,8,28761.52,0.04,Regular Air,285.11,3499.99,24.49,Parhena Norris,Manitoba,Prarie,Home Office,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Large Box,0.37,10/23/2010
6867,48931,6/17/2009,Low,33,750.66,0,Regular Air,120.05,20.95,4,Charles Sheldon,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.6,6/24/2009
6868,48931,6/17/2009,Low,8,254.32,0.01,Regular Air,-117.39,30.98,6.5,Charles Sheldon,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box,0.79,6/19/2009
6869,48931,6/17/2009,Low,42,2149.37,0.03,Regular Air,217.87,51.75,19.99,Charles Sheldon,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Small Box,0.55,6/22/2009
6892,49126,7/10/2011,Low,33,5661.08,0,Delivery Truck,1055.47,160.98,30,Mark Cousins,Manitoba,Prarie,Corporate,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,7/17/2011
6908,49283,12/11/2009,High,25,334.71,0.01,Regular Air,31.74,12.28,6.47,Shaun Weien,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 1881,Small Box,0.38,12/12/2009
6927,49441,9/27/2009,Medium,49,1981.26,0.07,Express Air,100.80,41.32,8.66,Mary O'Rourke,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Medium Box,0.76,9/28/2009
6944,49601,1/26/2011,Low,15,1756.46,0.01,Delivery Truck,-101.19,113.98,30,Mark Cousins,Manitoba,Prarie,Home Office,Furniture,Chairs & Chairmats,Hon Comfortask� Task/Swivel Chairs,Jumbo Drum,0.69,2/2/2011
6960,49763,2/13/2011,Critical,8,49.04,0.02,Regular Air,9.29,5.68,1.39,Brad Norvell,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,Staples Standard Envelopes,Small Box,0.38,2/14/2011
6961,49763,2/13/2011,Critical,6,2320.35,0,Delivery Truck,-237.62,348.21,84.84,Brad Norvell,Manitoba,Prarie,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.66,2/13/2011
6988,49927,7/20/2012,Not Specified,26,139.54,0.01,Regular Air,-54.08,4.98,4.95,Parhena Norris,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,Small Box,0.37,7/20/2012
6989,49927,7/20/2012,Not Specified,28,199.52,0.08,Regular Air,13.44,7.59,4,Parhena Norris,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,"Master Giant Foot� Doorstop, Safety Yellow",Wrap Bag,0.42,7/22/2012
6990,49927,7/20/2012,Not Specified,39,85.66,0.04,Regular Air,6.67,2.18,0.78,Parhena Norris,Manitoba,Prarie,Home Office,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52,7/21/2012
7009,50048,1/18/2010,High,14,35.48,0.09,Regular Air,-9.19,2.58,1.3,Chad Sievert,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,DIXON Oriole� Pencils,Wrap Bag,0.59,1/20/2010
7010,50048,1/18/2010,High,1,15,0.05,Regular Air,-11.02,6.84,8.37,Chad Sievert,Manitoba,Prarie,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.58,1/20/2010
7075,50499,10/12/2011,Not Specified,18,1758.41,0.06,Delivery Truck,238.52,100.98,15.66,Brian Derr,Manitoba,Prarie,Small Business,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,Jumbo Drum,0.57,10/13/2011
7152,51041,7/29/2010,High,47,2766.818,0.03,Regular Air,846.95,65.99,5.92,Neil Ducich,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,252,Small Box,0.55,7/30/2010
7194,51328,10/26/2010,Low,38,689.67,0.07,Regular Air,51.47,18.7,8.99,Sarah Jordon,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Small Pack,0.47,10/31/2010
7195,51333,10/4/2012,Not Specified,30,2219.79,0.1,Delivery Truck,-9.45,80.97,33.6,Theone Pippenger,Manitoba,Prarie,Corporate,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,10/6/2012
7196,51333,10/4/2012,Not Specified,25,237.36,0.07,Regular Air,-117.86,9.06,9.86,Theone Pippenger,Manitoba,Prarie,Corporate,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Small Box,0.4,10/6/2012
7201,51365,8/7/2012,High,35,195.23,0.08,Regular Air,-72.46,5.89,5.57,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Eldon Wave Desk Accessories,Small Box,0.41,8/9/2012
7202,51365,8/7/2012,High,35,4051.8,0.1,Delivery Truck,-684.07,124.49,51.94,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,8/8/2012
7253,51777,2/19/2011,Medium,4,3465.97,0.08,Regular Air,194.32,896.99,19.99,Mike Kennedy,Manitoba,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Small Box,0.38,2/20/2011
7254,51777,2/19/2011,Medium,13,1307.88,0.06,Regular Air,206.86,100.97,7.18,Mike Kennedy,Manitoba,Prarie,Small Business,Technology,Computer Peripherals,Gyration Ultra Cordless Optical Suite,Small Box,0.46,2/21/2011
7263,51814,9/24/2010,Critical,13,104.51,0.04,Regular Air,-9.28,7.84,4.71,Michael Granlund,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,XtraLife� ClearVue� Slant-D� Ring Binders by Cardinal,Small Box,0.35,9/26/2010
7290,51975,12/18/2009,Low,12,1064.7865,0.1,Regular Air,-181.01,115.99,2.5,Michael Granlund,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,DPC 650 Piper,Small Box,0.58,12/22/2009
7328,52225,4/12/2012,Critical,10,131.09,0.01,Regular Air,10.94,12.22,2.85,Dana Kaydos,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55,4/13/2012
7329,52225,4/12/2012,Critical,33,1817.9,0.06,Regular Air,700.31,54.96,10.75,Dana Kaydos,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1940,Small Box,0.36,4/13/2012
7366,52487,6/1/2009,Critical,17,124.06,0.09,Regular Air,15.74,7.78,2.5,Nathan Mautz,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,Staples #10 Colored Envelopes,Small Box,0.38,6/2/2009
7410,52868,2/16/2011,Low,19,138.05,0.09,Regular Air,-100.49,7.37,5.53,Ken Heidel,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Small Pack,0.69,2/18/2011
7459,53221,2/26/2012,Not Specified,29,433.44,0.1,Regular Air,147.46,15.68,3.73,Art Ferguson,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,2/27/2012
7509,53600,7/10/2012,Medium,8,55.59,0.03,Express Air,-17.95,5.18,5.74,Roland Black,Manitoba,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,7/11/2012
7515,53667,5/17/2012,Medium,33,112.36,0.08,Regular Air,-159.74,3.36,6.27,Steve Carroll,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4,5/19/2012
7516,53667,5/17/2012,Medium,16,481.049,0.09,Regular Air,46.51,35.99,1.1,Steve Carroll,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,Accessory35,Small Box,0.55,5/19/2012
7535,53891,1/22/2009,High,36,562.8,0.02,Regular Air,-17.45,15.22,9.73,Nathan Mautz,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Twin Loop� Wire Binding Elements, 9/16"" Spine, Black",Small Box,0.36,1/22/2009
7545,53955,3/4/2011,Critical,43,5544.99,0.04,Delivery Truck,-3404.24,130.98,130,Matt Abelman,Manitoba,Prarie,Home Office,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.78,3/6/2011
7569,54150,6/22/2011,Critical,12,2011.6355,0.01,Express Air,-53.69,195.99,3.99,Bart Watters,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,CF 888,Small Box,0.59,6/22/2011
7742,55429,6/29/2009,High,43,260.59,0.09,Regular Air,-157.76,6.48,7.03,Nathan Cano,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 214,Small Box,0.37,7/1/2009
7751,55462,3/27/2012,Medium,13,75.27,0.06,Regular Air,-1.84,5.58,2.99,Shaun Weien,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Avery Heavy-Duty EZD � Binder With Locking Rings,Small Box,0.37,3/29/2012
7752,55462,3/27/2012,Medium,31,1184.53,0.05,Regular Air,-26.49,39.98,7.12,Shaun Weien,Manitoba,Prarie,Home Office,Technology,Computer Peripherals,"IBM Active Response Keyboard, Black",Small Box,0.67,3/28/2012
7753,55462,3/27/2012,Medium,35,3683.73,0.09,Regular Air,708.76,125.99,8.99,Shaun Weien,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,M70,Small Box,0.59,3/28/2012
7793,55749,5/3/2012,Critical,42,364.8,0.01,Regular Air,149.45,8.74,1.39,Brad Norvell,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,5/4/2012
7809,55873,11/19/2011,Low,48,15602.93,0,Delivery Truck,4875.89,306.14,26.53,Bart Watters,Manitoba,Prarie,Corporate,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum,0.56,11/26/2011
7852,56135,11/13/2010,Medium,8,1118.82,0.04,Delivery Truck,-320.30,140.98,36.09,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,11/15/2010
7853,56135,11/13/2010,Medium,48,79.75,0.1,Regular Air,-41.32,1.81,1.56,Theone Pippenger,Manitoba,Prarie,Corporate,Office Supplies,Rubber Bands,Colored Push Pins,Wrap Bag,0.49,11/14/2010
7934,56708,12/2/2012,Not Specified,36,10006.28,0.1,Delivery Truck,-760.98,286.85,61.76,Art Ferguson,Manitoba,Prarie,Corporate,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,Jumbo Box,0.78,12/2/2012
7935,56708,12/2/2012,Not Specified,36,407.17,0.04,Regular Air,-12.82,11.58,6.97,Art Ferguson,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,"Peel & Seel� Recycled Catalog Envelopes, Brown",Small Box,0.35,12/5/2012
8120,57986,10/29/2010,High,14,199.93,0.1,Regular Air,-105.33,14.81,13.32,Dennis Bolton,Manitoba,Prarie,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Small Box,0.43,10/29/2010
8155,58310,2/23/2009,Critical,22,834.81,0.03,Regular Air,1.98,37.76,12.9,Mary O'Rourke,Manitoba,Prarie,Home Office,Office Supplies,Storage & Organization,"Companion Letter/Legal File, Black",Small Box,0.57,2/24/2009
8215,58725,5/20/2010,Not Specified,39,335.35,0.05,Regular Air,-134.97,8.74,8.29,Joel Jenkins,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,5/21/2010
142,902,7/26/2009,Not Specified,10,1925.83,0.09,Regular Air,359.83,207.48,0.99,Meg O'Connel,Manitoba,Prarie,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box,0.55,7/29/2009
309,2147,9/5/2012,Not Specified,15,605.1,0.04,Express Air,92.81,40.98,5.33,Hallie Redmond,Manitoba,Prarie,Home Office,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Small Box,0.57,9/7/2012
338,2306,7/25/2011,High,15,113.5,0.05,Regular Air,-46.35,7.45,6.28,Liz Thompson,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Small Box,0.4,7/27/2011
422,2823,9/8/2011,High,17,357.43,0.08,Regular Air,-135.98,20.97,6.5,Robert Waldorf,Manitoba,Prarie,Home Office,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,9/9/2011
423,2823,9/8/2011,High,21,4754.08,0,Delivery Truck,299.88,225.02,28.66,Robert Waldorf,Manitoba,Prarie,Home Office,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum,0.72,9/9/2011
460,3110,12/16/2009,High,13,1601.32,0.04,Delivery Truck,377.81,119.99,14,Helen Andreada,Manitoba,Prarie,Corporate,Technology,Office Machines,Epson C82 Color Inkjet Printer,Jumbo Drum,0.36,12/18/2009
503,3463,8/17/2010,Critical,43,264.75,0.08,Regular Air,-212.51,6.48,8.4,Julia Dunbar,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 212,Small Box,0.37,8/18/2010
591,4034,11/13/2010,Not Specified,44,3367.24,0.07,Regular Air,-1183.69,79.52,48.2,Christine Sundaresam,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,Eldon Cleatmat Plus� Chair Mats for High Pile Carpets,Medium Box,0.74,11/14/2010
592,4034,11/13/2010,Not Specified,37,5723.24,0,Delivery Truck,-194.97,145.98,51.92,Christine Sundaresam,Manitoba,Prarie,Small Business,Furniture,Tables,Bevis Rectangular Conference Tables,Jumbo Box,0.69,11/14/2010
593,4037,3/23/2010,High,27,188.07,0,Regular Air,-101.85,6.48,7.86,Bruce Stewart,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 213,Small Box,0.37,3/24/2010
775,5538,12/24/2010,Critical,43,1281.28,0.05,Regular Air,415.85,29.17,6.27,Julia Dunbar,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Binding Machine Supplies,Small Box,0.37,12/26/2010
776,5538,12/24/2010,Critical,13,1940.31,0.03,Delivery Truck,-668.19,146.05,80.2,Julia Dunbar,Manitoba,Prarie,Consumer,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71,12/25/2010
777,5538,12/24/2010,Critical,4,430.848,0.06,Regular Air,-492.77,125.99,5.63,Julia Dunbar,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,8290,Small Box,0.6,12/27/2010
814,5863,11/21/2010,Medium,40,933.21,0.05,Regular Air,207.18,22.98,7.58,Guy Thornton,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,11/22/2010
997,7175,2/7/2010,Critical,10,748.25,0.05,Delivery Truck,-86.99,70.98,26.74,Helen Andreada,Manitoba,Prarie,Corporate,Furniture,Bookcases,"Hon Metal Bookcases, Black",Jumbo Box,0.6,2/9/2010
1008,7364,5/8/2009,High,15,260.39,0.09,Regular Air,-48.57,16.98,12.39,Mary Zewe,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Small Box,0.35,5/10/2009
1068,7878,5/1/2011,Critical,50,3904.12,0.07,Delivery Truck,-1508.46,81.94,55.81,Meg O'Connel,Manitoba,Prarie,Corporate,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Jumbo Box,0.6,5/6/2011
1069,7878,5/1/2011,Critical,41,343.64,0.06,Regular Air,13.29,8.57,3.44,Meg O'Connel,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",Small Pack,0.49,5/3/2011
1070,7878,5/1/2011,Low,42,256.64,0.03,Regular Air,-28.29,5.81,3.37,Meg O'Connel,Manitoba,Prarie,Corporate,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.54,5/8/2011
1171,8551,7/29/2009,Critical,25,185.64,0.1,Regular Air,-69.87,7.45,6.28,Meg O'Connel,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Small Box,0.4,8/1/2009
1172,8551,7/29/2009,Critical,34,225.98,0.01,Regular Air,-135.74,6.48,7.86,Meg O'Connel,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 213,Small Box,0.37,7/31/2009
1207,8834,11/8/2010,High,1,16.73,0.08,Regular Air,-6.96,12.64,4.98,Ken Lonsdale,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,Nu-Dell Executive Frame,Small Pack,0.48,11/9/2010
1261,9155,8/30/2012,Critical,17,518.8,0.1,Regular Air,54.63,30.98,11.63,Ken Lonsdale,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,Small Box,0.37,8/31/2012
1325,9668,9/6/2009,Low,10,42.67,0.06,Regular Air,-12.72,4.18,2.99,Christine Sundaresam,Manitoba,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,Avery� Durable Slant Ring Binders With Label Holder,Small Box,0.37,9/8/2009
1408,10242,12/12/2010,Medium,32,690.88,0.08,Regular Air,119.25,22.98,7.58,Maria Bertelson,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,12/13/2010
1711,12292,6/2/2012,Not Specified,32,824.24,0.1,Regular Air,-127.23,26.31,5.89,Ken Lonsdale,Manitoba,Prarie,Consumer,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,6/2/2012
2035,14503,2/5/2011,Not Specified,14,438.47,0.02,Express Air,157.89,30.56,2.99,Bruce Stewart,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Surelock� Post Binders,Small Box,0.35,2/6/2011
2118,15109,12/14/2010,Not Specified,11,230.72,0.08,Regular Air,-68.76,20.95,5.99,Maria Bertelson,Manitoba,Prarie,Home Office,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.65,12/17/2010
2119,15109,12/14/2010,Not Specified,45,293.47,0.06,Regular Air,-205.38,6.48,8.4,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 212,Small Box,0.37,12/16/2010
2120,15109,12/14/2010,Not Specified,33,88.7,0.06,Regular Air,-89.13,2.52,4.28,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank� Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Wrap Bag,0.44,12/16/2010
2121,15109,12/14/2010,Not Specified,23,262.78,0.04,Regular Air,19.36,10.98,3.37,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars� Softgrip Scissors,Small Pack,0.57,12/15/2010
2122,15109,12/14/2010,Not Specified,10,142.15,0.09,Regular Air,-58.18,14.03,9.37,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,12/16/2010
2126,15142,4/4/2012,Not Specified,21,330.22,0.07,Regular Air,-51.72,15.28,10.91,Meg O'Connel,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Recycled Premium Regency Composition Covers,Small Box,0.36,4/6/2012
2146,15332,5/30/2010,Not Specified,6,321.71,0.1,Regular Air,-2.73,52.4,16.11,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Laser Imprintable Binding System Covers,Small Box,0.39,6/1/2010
2199,15872,10/30/2012,Not Specified,48,5198.12,0.01,Delivery Truck,1481.67,100.98,15.66,Helen Andreada,Manitoba,Prarie,Corporate,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,Jumbo Drum,0.57,10/30/2012
2200,15872,10/30/2012,Not Specified,23,188.53,0,Regular Air,-27.49,7.35,5.96,Helen Andreada,Manitoba,Prarie,Corporate,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Small Box,0.38,11/1/2012
2201,15872,10/30/2012,Not Specified,19,718.41,0.1,Regular Air,23.94,40.99,17.48,Helen Andreada,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1893,Small Box,0.36,10/31/2012
2216,16032,12/5/2009,Low,35,436.98,0.07,Regular Air,75.61,12.64,4.98,Brian Thompson,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,Nu-Dell Executive Frame,Small Pack,0.48,12/12/2009
2242,16165,7/22/2010,Not Specified,4,136.68,0.01,Express Air,-125.16,30.73,4,Hallie Redmond,Manitoba,Prarie,Small Business,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,7/24/2010
2243,16165,7/22/2010,Not Specified,24,1452.48,0.07,Express Air,376.52,62.18,10.84,Hallie Redmond,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,Deflect-o Glass Clear Studded Chair Mats,Medium Box,0.63,7/23/2010
2244,16165,7/22/2010,Not Specified,19,3555.29,0.09,Express Air,183.28,193.17,19.99,Hallie Redmond,Manitoba,Prarie,Small Business,Office Supplies,Storage & Organization,Fellowes Staxonsteel� Drawer Files,Small Box,0.71,7/22/2010
2426,17632,2/21/2010,Medium,38,71.12,0.1,Regular Air,-21.89,1.98,0.7,Liz Thompson,Manitoba,Prarie,Corporate,Office Supplies,Rubber Bands,"Brites Rubber Bands, 1 1/2 oz. Box",Wrap Bag,0.83,2/22/2010
2691,19492,12/12/2010,High,9,691.09,0.08,Regular Air,364.03,78.69,19.99,Jason Gross,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS � Wall Clock,Small Box,0.43,12/14/2010
